Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column152;Column16;Column162;Column163;Column164;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43
10;16419;True;2247467723989480173;SELECT setting FROM pg_catalog.pg_settings WHERE name=$1;0;0;0;0;0;0;1;0.511311;0.511311;0.511311;;0.511311;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;-1663381721478587022;create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1997-05-01'::date and l_shipdate < '1997-05-01'::date + interval '3' month group by l_suppkey;0;0;0;0;0;0;1;0.808088;0.808088;0.808088;;0.808088;;;;0;0;76;32;23;0;0;0;0;0;0;0;0.396296;0;0;0;44;21;114110;0;0;0;0;0;0;0;0
10;16419;True;-5297255363152740514;"SELECT
    s_acctbal,
    s_name,
    n_name,
    p_partkey,
    p_mfgr,
    s_address,
    s_phone,
    s_comment
 FROM
    part,
    supplier,
    partsupp,
    nation,
    region
 WHERE
    p_partkey = ps_partkey
    AND s_suppkey = ps_suppkey
    AND p_size = $1
    AND p_type LIKE $2
    AND s_nationkey = n_nationkey
    AND n_regionkey = r_regionkey
    AND r_name = $3
    AND ps_supplycost =
    (
       SELECT
          MIN(ps_supplycost)
       FROM
          partsupp,
          supplier,
          nation,
          region
       WHERE
          p_partkey = ps_partkey
          AND s_suppkey = ps_suppkey
          AND s_nationkey = n_nationkey
          AND n_regionkey = r_regionkey
          AND r_name = $4
    )
 ORDER BY
    s_acctbal DESC,
    n_name,
    s_name,
    p_partkey LIMIT $5";0;0;0;0;0;0;18;17229.681259;735.4776159999999;3087.683998;837.9074778;957.2045143888887;411.772558;426.1349198;0.96629621;518.8597667001103;1800;3462328;3540701;0;7;0;0;0;0;303398;303595;7670.285646;0.14291;318.036316;1317.6916749999998;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;3781436902142609259;create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1997-08-01'::date and l_shipdate < '1997-08-01'::date + interval '3' month group by l_suppkey;0;0;0;0;0;0;1;0.440289;0.440289;0.440289;;0.440289;;;;0;0;75;29;20;0;0;0;0;0;0;0;0.079732;0;0;0;41;0;5575;0;0;0;0;0;0;0;0
10;16419;True;931303454371000975;"SELECT
            roles.oid as id, roles.rolname as name,
            roles.rolsuper as is_superuser,
            CASE WHEN roles.rolsuper THEN $1 ELSE roles.rolcreaterole END as
            can_create_role,
            CASE WHEN roles.rolsuper THEN $2
            ELSE roles.rolcreatedb END as can_create_db,
            CASE WHEN $3=ANY(ARRAY(WITH RECURSIVE cte AS (
            SELECT pg_roles.oid,pg_roles.rolname FROM pg_roles
                WHERE pg_roles.oid = roles.oid
            UNION ALL
            SELECT m.roleid,pgr.rolname FROM cte cte_1
                JOIN pg_auth_members m ON m.member = cte_1.oid
                JOIN pg_roles pgr ON pgr.oid = m.roleid)
            SELECT rolname  FROM cte)) THEN $4
            ELSE $5 END as can_signal_backend
        FROM
            pg_catalog.pg_roles as roles
        WHERE
            rolname = current_user";0;0;0;0;0;0;1;0.046091;0.046091;0.046091;;0.046091;;;;0;1;3;1;0;0;0;0;0;0;0;0;0.00471;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;5848681576227864375;"SELECT n.nspname, r.relname
FROM pg_catalog.pg_class r
    LEFT JOIN pg_catalog.pg_namespace n ON (r.relnamespace = n.oid)
WHERE r.oid = $1";0;0;0;0;0;0;1;0.02863;0.02863;0.02863;;0.02863;;;;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;-7117852275930091600;"SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey";0;0;0;0;0;0;1;2353.703023;2353.703023;2353.703023;;2353.703023;;;;0;1;1;267488;0;13;0;0;0;0;108;244;377.038607;0.10485;0.166321;3.293204;0;0;0;40;2.24045;1;35.809616;1;174.537631;1;127.700663
10;16419;True;-3088299803543020730;"SELECT
    db.oid as did, db.datname, db.datallowconn,
    pg_encoding_to_char(db.encoding) AS serverencoding,
    has_database_privilege(db.oid, $1) as cancreate,
    datistemplate
FROM
    pg_catalog.pg_database db
WHERE db.datname = current_database()";0;0;0;0;0;0;1;0.00754;0.00754;0.00754;;0.00754;;;;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;-1076756456863122580;select n_name, sum(l_extendedprice * ($4 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = $1 and o_orderdate >= $2::date and o_orderdate < $3::date + interval $5 year group by n_name order by revenue desc;0;0;0;0;0;0;18;43340.161189000006;1808.045296;4849.130784;2292.686569;2407.7867327222216;1006.629767;1286.056802;0.782725744;628.7692235876442;90;18344276;12696520;0;1;0;0;0;0;0;0;23149.005979;0.016462;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;-4554835823379561409;SELECT * FROM pg_stat_user_indexes;0;0;0;0;0;0;1;0.150342;0.150342;0.150342;;0.150342;;;;0;31;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;-5746629022654674271;select c_custkey, c_name, sum(l_extendedprice * ($3 - l_discount)) as revenue, c_acctbal, n_name, c_address, c_phone, c_comment from customer, orders, lineitem, nation where c_custkey = o_custkey and l_orderkey = o_orderkey and o_orderdate >= $1::date and o_orderdate < $2::date + interval $4 month and l_returnflag = $5 and c_nationkey = n_nationkey group by c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment order by revenue desc limit $6;0;0;0;0;0;0;17;16448.691651;862.842272;1036.7821239999998;969.937817;967.5700971176469;718.3929778;251.5448392;2.855924137;47.286052696892334;340;5908127;2831318;0;0;0;0;0;0;86124;86322;4276.262266;0;85.36547999999999;536.6995009999999;0;0;0;324;12.321314000000001;0;0;9;6.544001;9;141.93559199999999
10;16419;True;-8858739670521730174;"SELECT
   s_name,
   COUNT(*) AS numwait
FROM
   supplier,
   lineitem l1,
   orders,
   nation
WHERE
   s_suppkey = l1.l_suppkey
   AND o_orderkey = l1.l_orderkey
   AND o_orderstatus = $2
   AND l1.l_receiptdate > l1.l_commitdate
   AND EXISTS
   (
      SELECT
         *
      FROM
         lineitem l2
      WHERE
         l2.l_orderkey = l1.l_orderkey
         AND l2.l_suppkey <> l1.l_suppkey
   )
   AND NOT EXISTS
   (
      SELECT
         *
      FROM
         lineitem l3
      WHERE
         l3.l_orderkey = l1.l_orderkey
         AND l3.l_suppkey <> l1.l_suppkey
         AND l3.l_receiptdate > l3.l_commitdate
   )
   AND s_nationkey = n_nationkey
   AND n_name = $1
GROUP BY
   s_name
ORDER BY
   numwait DESC,
   s_name LIMIT $3";0;0;0;0;0;0;17;44895.060729;2167.3945080000003;3044.373793;2645.552829;2640.8859252352945;1467.645377;1177.907451;1.245976817;218.70799819940606;1700;19618242;12259341;0;9;0;0;0;0;0;0;20024.311231;0.115443;0;0;0;0;0;646;21.214391999999997;0;0;17;16.506228999999998;17;201.79890799999998
10;16419;True;869822027128330879;"SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey";0;0;0;0;0;0;1;2286.510992;2286.510992;2286.510992;;2286.510992;;;;0;1;1;267872;0;13;0;0;0;0;108;244;395.868499;0.089552;0.141932;1.905051;0;0;0;40;2.112802;1;35.054909;1;168.251881;1;117.894622
10;16419;True;-5153988161771283057;"SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey";0;0;0;0;0;0;1;2424.890163;2424.890163;2424.890163;;2424.890163;;;;0;1;1;267978;0;13;0;0;0;0;106;244;381.78476;0.095812;0.154856;2.578329;0;0;0;40;2.516571;1;41.46523;1;177.33024;1;124.825638
10;16419;True;3307223188059133500;SHOW ALL;0;0;0;0;0;0;1;0.182443;0.182443;0.182443;;0.182443;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;4452344162736673220;SELECT * FROM pg_stat_database_conflicts;0;0;0;0;0;0;1;0.007220000000000001;0.007220000000000001;0.007220000000000001;;0.007220000000000001;;;;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;4106913820061969125;SELECT * FROM pg_statio_user_tables;0;0;0;0;0;0;1;0.33646499999999996;0.33646499999999996;0.33646499999999996;;0.33646499999999996;;;;0;8;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;7719402811077081697;SET client_encoding='utf-8';0;0;0;0;0;0;1;0.00148;0.00148;0.00148;;0.00148;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;3365982590372224235;select pg_stat_statements_reset();0;0;0;0;0;0;1;0.046138;0.046138;0.046138;;0.046138;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;-2083891731315078379;"SELECT
   ps_partkey,
   SUM(ps_supplycost * ps_availqty) AS VALUE
FROM
   partsupp,
   supplier,
   nation
WHERE
   ps_suppkey = s_suppkey
   AND s_nationkey = n_nationkey
   AND n_name = $1
GROUP BY
   ps_partkey
HAVING
   SUM(ps_supplycost * ps_availqty) > (
   SELECT
      SUM(ps_supplycost * ps_availqty) * $2
   FROM
      partsupp, supplier, nation
   WHERE
      ps_suppkey = s_suppkey
      AND s_nationkey = n_nationkey
      AND n_name = $3 )
   ORDER BY
      VALUE DESC";0;0;0;0;0;0;17;4546.275178000001;241.15782;302.505965;266.8407595;267.4279516470588;150.4367885;116.403971;1.292368183;17.504144761761065;34398;957136;1277626;0;0;0;0;0;0;3126;5870;1978.867507;0;4.000732;31.884387;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;-1540851199369180844;SELECT set_config($1,$2,$3) FROM pg_settings WHERE name = $4;0;0;0;0;0;0;1;0.537787;0.537787;0.537787;;0.537787;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;2999103544079323559;SELECT $1::text AS PKTABLE_CAT, pkn.nspname AS PKTABLE_SCHEM, pkc.relname AS PKTABLE_NAME, pka.attname AS PKCOLUMN_NAME, $2::text AS FKTABLE_CAT, fkn.nspname AS FKTABLE_SCHEM, fkc.relname AS FKTABLE_NAME, fka.attname AS FKCOLUMN_NAME, pos.n AS KEY_SEQ, CASE con.confupdtype  WHEN $3 THEN $4 WHEN $5 THEN $6 WHEN $7 THEN $8 WHEN $9 THEN $10 WHEN $11 THEN $12 WHEN $13 THEN $14 ELSE $15 END AS UPDATE_RULE, CASE con.confdeltype  WHEN $16 THEN $17 WHEN $18 THEN $19 WHEN $20 THEN $21 WHEN $22 THEN $23 WHEN $24 THEN $25 WHEN $26 THEN $27 ELSE $28 END AS DELETE_RULE, con.conname AS FK_NAME, pkic.relname AS PK_NAME, CASE  WHEN con.condeferrable AND con.condeferred THEN $29 WHEN con.condeferrable THEN $30 ELSE $31 END AS DEFERRABILITY  FROM  pg_catalog.pg_namespace pkn, pg_catalog.pg_class pkc, pg_catalog.pg_attribute pka,  pg_catalog.pg_namespace fkn, pg_catalog.pg_class fkc, pg_catalog.pg_attribute fka,  pg_catalog.pg_constraint con,  pg_catalog.generate_series($32, $33) pos(n),  pg_catalog.pg_class pkic WHERE pkn.oid = pkc.relnamespace AND pkc.oid = pka.attrelid AND pka.attnum = con.confkey[pos.n] AND con.confrelid = pkc.oid  AND fkn.oid = fkc.relnamespace AND fkc.oid = fka.attrelid AND fka.attnum = con.conkey[pos.n] AND con.conrelid = fkc.oid  AND con.contype = $34 AND (pkic.relkind = $35 OR pkic.relkind = $36) AND pkic.oid = con.conindid  AND fkn.nspname = $37 AND fkc.relname = $38 ORDER BY pkn.nspname,pkc.relname, con.conname,pos.n;0;0;0;0;0;0;8;0.631483;0.015693;0.143525;;0.078935375;;;;0.04599980225483991;9;263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;16419;True;-6434401716891661490;DROP VIEW revenue0;0;0;0;0;0;0;17;6.3489869999999975;0.246291;1.182813;0.3279922;0.37346982352941177;0.202640376;0.125351824;1.616573024;0.21786187221757117;0;1485;508;86;0;0;0;0;0;0;0;2.1309810000000002;0;0;0;252;0;13840;0;0;0;0;0;0;0;0
10;16419;True;-944946639373099149;select sum(l_extendedprice * l_discount) as revenue from lineitem where l_shipdate >= $1::date and l_shipdate < $2::date + interval $6 year and l_discount between $3::decimal - $7 and $4::decimal + $8 and l_quantity < $5;0;0;0;0;0;0;18;33952.071531;1381.0536149999998;3011.784995;1847.452058;1886.2261961666666;1562.56359;284.8884681;5.484825694;488.40223089582315;18;18354;3906029;0;0;0;0;0;0;0;0;5127.992425;0;0;0;0;0;0;144;10.316789;0;0;18;4.818522;18;87.952525
10;16419;True;-6320109354217978904;create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1994-08-01'::date and l_shipdate < '1994-08-01'::date + interval '3' month group by l_suppkey;0;0;0;0;0;0;2;0.9519690000000001;0.461976;0.489993;;0.47598450000000003;;;;0.014008500000000021;0;152;68;41;0;0;0;0;0;0;0;0.17048200000000002;0;0;0;84;1;11324;0;0;0;0;0;0;0;0
10;16419;True;-488484303752125440;create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1997-06-01'::date and l_shipdate < '1997-06-01'::date + interval '3' month group by l_suppkey;0;0;0;0;0;0;1;0.46403;0.46403;0.46403;;0.46403;;;;0;0;75;29;20;0;0;0;0;0;0;0;0.07637;0;0;0;43;20;111991;0;0;0;0;0;0;0;0
10;16419;True;7048027824919541148;"SELECT
   nation,
   o_year,
   SUM(amount) AS sum_profit
FROM
   (
      SELECT
         n_name AS nation,
         EXTRACT($2
      FROM
         o_orderdate) AS o_year,
         l_extendedprice * ($3 - l_discount) - ps_supplycost * l_quantity AS amount
      FROM
         part,
         supplier,
         lineitem,
         partsupp,
         orders,
         nation
      WHERE
         s_suppkey = l_suppkey
         AND ps_suppkey = l_suppkey
         AND ps_partkey = l_partkey
         AND p_partkey = l_partkey
         AND o_orderkey = l_orderkey
         AND s_nationkey = n_nationkey
         AND p_name LIKE $1
   )
   AS profit
GROUP BY
   nation,
   o_year
ORDER BY
   nation,
   o_year DESC";0;0;0;0;0;0;18;95107.67805799999;3905.1146449999997;8470.385583000001;5170.761114;5283.75989211111;3037.169737;2133.591377;1.42350113;1237.2965325817336;3150;21555908;20510629;0;1;0;0;0;0;318398;318994;38404.634760999994;0.01003;365.04329500000006;1754.5229519999998;0;0;0;447;13.682607999999998;1;12.563085;9;144.90443499999998;9;227.38722700000005
10;16419;True;-67647327559944357;select l_shipmode, sum(case when o_orderpriority = $5 or o_orderpriority = $6 then $7 else $8 end) as high_line_count, sum(case when o_orderpriority <> $9 and o_orderpriority <> $10 then $11 else $12 end) as low_line_count from orders, lineitem where o_orderkey = l_orderkey and l_shipmode in ($1, $2) and l_commitdate < l_receiptdate and l_shipdate < l_commitdate and l_receiptdate >= $3::date and l_receiptdate < $4::date + interval $13 year group by l_shipmode order by l_shipmode;0;0;0;0;0;0;17;39214.47781099999;2112.6607700000004;2679.248301;2294.837916;2306.733988882352;1918.052553;376.7853626;5.090570769;198.97898539527276;34;3497995;4456989;0;0;0;0;0;0;4816;4833;6405.351165;0;5.017294000000001;31.573369000000003;0;0;0;304;15.734562;0;0;17;9.254850999999999;17;156.8836
10;16419;True;-2885330479908940062;SELECT version();0;0;0;0;0;0;2;0.00575;0.00202;0.00373;;0.002875;;;;0.0008549999999999999;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
