"userid","dbid","toplevel","queryid","query","plans","total_plan_time","min_plan_time","max_plan_time","mean_plan_time","stddev_plan_time","calls","total_exec_time","min_exec_time","max_exec_time","mean_exec_time","stddev_exec_time","rows","shared_blks_hit","shared_blks_read","shared_blks_dirtied","shared_blks_written","local_blks_hit","local_blks_read","local_blks_dirtied","local_blks_written","temp_blks_read","temp_blks_written","blk_read_time","blk_write_time","temp_blk_read_time","temp_blk_write_time","wal_records","wal_fpi","wal_bytes","jit_functions","jit_generation_time","jit_inlining_count","jit_inlining_time","jit_optimization_count","jit_optimization_time","jit_emission_count","jit_emission_time"
10,16419,True,"-6911109443227572258","SELECT * FROM pg_stat_bgwriter","0","0","0","0","0","0","1","0.01563","0.01563","0.01563","0.01563","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"7469291805419327047","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","2284.477974","2284.477974","2284.477974","2284.477974","0","1","1","266650","0","16","0","0","0","0","102","236","372.207133","0.095262","0.139592","1.784989","0","0","0","40","2.299203","1","37.727183","1","167.928235","1","119.429206"
10,16419,True,"-141619989335985508","SELECT * FROM pg_stat_archiver","0","0","0","0","0","0","1","0.01417","0.01417","0.01417","0.01417","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"-1536536789362497048","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","2193.510665","2193.510665","2193.510665","2193.510665","0","1","1","267590","0","11","0","0","0","0","106","242","362.425421","0.07489","0.136693","1.796404","0","0","0","40","2.015304","1","35.595072","1","165.91569","1","115.254064"
10,16419,True,"-2355785423562344795","create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1994-12-01'::date and l_shipdate < '1994-12-01'::date + interval '3' month group by l_suppkey","0","0","0","0","0","0","1","0.560683","0.560683","0.560683","0.560683","0","0","80","36","20","0","0","0","0","0","0","0","0.089832","0","0","0","42","0","5653","0","0","0","0","0","0","0","0"
10,16419,True,"5507524655037232109","select o_orderpriority, count(*) as order_count from orders where o_orderdate >= $1::date and o_orderdate < $2::date + interval $3 month and exists ( select * from lineitem where l_orderkey = o_orderkey and l_commitdate < l_receiptdate ) group by o_orderpriority order by o_orderpriority","0","0","0","0","0","0","43","20814.825459000007","467.061102","544.017883","484.0657083488371","15.726022639294783","215","14926248","6742649","0","1","0","0","0","0","11027","11070","9201.783064","0.01206","10.527795000000003","73.425806","0","0","0","32","1.920319","0","0","2","0.804075","2","11.335714"
10,16419,True,"-3291445816004953905","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","2187.575485","2187.575485","2187.575485","2187.575485","0","1","1","269178","0","16","0","0","0","0","108","242","356.14728","0.102432","0.14785","1.65279","0","0","0","40","2.115205","1","35.64639","1","167.372361","1","120.129183"
10,16419,True,"-66186846925468933","create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1995-07-01'::date and l_shipdate < '1995-07-01'::date + interval '3' month group by l_suppkey","0","0","0","0","0","0","2","1.374039","0.518281","0.855758","0.6870195","0.1687385","0","150","58","40","0","0","0","0","0","0","0","0.454363","0","0","0","82","0","11158","0","0","0","0","0","0","0","0"
10,16419,True,"-7071713095549745719","create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1993-09-01'::date and l_shipdate < '1993-09-01'::date + interval '3' month group by l_suppkey","0","0","0","0","0","0","1","0.803859","0.803859","0.803859","0.803859","0","0","75","29","20","0","0","0","0","0","0","0","0.385363","0","0","0","42","0","5639","0","0","0","0","0","0","0","0"
10,16419,True,"7674290743847894833","create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1996-05-01'::date and l_shipdate < '1996-05-01'::date + interval '3' month group by l_suppkey","0","0","0","0","0","0","2","1.049413","0.503365","0.546048","0.5247065","0.021341500000000013","0","151","58","40","0","0","0","0","0","0","0","0.152991","0","0","0","85","0","11445","0","0","0","0","0","0","0","0"
10,16419,True,"3916515019762028860","SELECT     tmp.TABLE_CAT,     tmp.TABLE_SCHEM,     tmp.TABLE_NAME,     tmp.NON_UNIQUE,     tmp.INDEX_QUALIFIER,     tmp.INDEX_NAME,     tmp.TYPE,     tmp.ORDINAL_POSITION,     trim(both $1 from pg_catalog.pg_get_indexdef(tmp.CI_OID, tmp.ORDINAL_POSITION, $2)) AS COLUMN_NAME,   CASE tmp.AM_NAME     WHEN $3 THEN CASE tmp.I_INDOPTION[tmp.ORDINAL_POSITION - $4] & $5::smallint       WHEN $6 THEN $7       ELSE $8     END     ELSE $9   END AS ASC_OR_DESC,     tmp.CARDINALITY,     tmp.PAGES,     tmp.FILTER_CONDITION FROM (SELECT $10 AS TABLE_CAT, n.nspname AS TABLE_SCHEM,   ct.relname AS TABLE_NAME, NOT i.indisunique AS NON_UNIQUE,   $11 AS INDEX_QUALIFIER, ci.relname AS INDEX_NAME,   CASE i.indisclustered     WHEN $12 THEN $13    ELSE CASE am.amname       WHEN $14 THEN $15      ELSE $16    END   END AS TYPE,   (information_schema._pg_expandarray(i.indkey)).n AS ORDINAL_POSITION,   ci.reltuples AS CARDINALITY,   ci.relpages AS PAGES,   pg_catalog.pg_get_expr(i.indpred, i.indrelid) AS FILTER_CONDITION,   ci.oid AS CI_OID,   i.indoption AS I_INDOPTION,   am.amname AS AM_NAME FROM pg_catalog.pg_class ct   JOIN pg_catalog.pg_namespace n ON (ct.relnamespace = n.oid)   JOIN pg_catalog.pg_index i ON (ct.oid = i.indrelid)   JOIN pg_catalog.pg_class ci ON (ci.oid = i.indexrelid)   JOIN pg_catalog.pg_am am ON (ci.relam = am.oid) WHERE $17  AND n.nspname = $18 AND ct.relname = $19) AS tmp ORDER BY NON_UNIQUE, TYPE, INDEX_NAME, ORDINAL_POSITION","0","0","0","0","0","0","8","1.371212","0.116402","0.280474","0.17140149999999998","0.05544236113749123","37","594","7","0","0","0","0","0","0","0","0","0.05481","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"-7262107334600686929","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","2192.7587430000003","2192.7587430000003","2192.7587430000003","2192.7587430000003","0","1","1","268874","0","16","0","0","0","0","110","242","361.350084","0.104523","0.144742","1.814689","0","0","0","40","2.012483","1","34.959186","1","167.024827","1","117.01893"
10,16419,True,"4525708794229873910","create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1997-10-01'::date and l_shipdate < '1997-10-01'::date + interval '3' month group by l_suppkey","0","0","0","0","0","0","1","0.465611","0.465611","0.465611","0.465611","0","0","75","29","20","0","0","0","0","0","0","0","0.075241","0","0","0","43","0","5700","0","0","0","0","0","0","0","0"
10,16419,True,"2441368605364275007","SELECT
   p_brand,
   p_type,
   p_size,
   COUNT(DISTINCT ps_suppkey) AS supplier_cnt
FROM
   partsupp,
   part
WHERE
   p_partkey = ps_partkey
   AND p_brand <> $1
   AND p_type NOT LIKE $2
   AND p_size IN ($3, $4, $5, $6, $7, $8, $9, $10)
   AND ps_suppkey NOT IN
   (
      SELECT
         s_suppkey
      FROM
         supplier
      WHERE
         s_comment LIKE $11
   )
GROUP BY
   p_brand,
   p_type,
   p_size
ORDER BY
   supplier_cnt DESC,
   p_brand,
   p_type,
   p_size","0","0","0","0","0","0","43","36849.46042699999","840.2883559999999","887.8799309999999","856.9641959767442","9.56921517046278","1054297","1419","560247","0","0","0","0","0","0","65228","65443","634.060959","0","55.768541000000006","404.24634500000013","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"2247467723989480173","SELECT setting FROM pg_catalog.pg_settings WHERE name=$1","0","0","0","0","0","0","1","0.506979","0.506979","0.506979","0.506979","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"1004445762377852330","create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1994-04-01'::date and l_shipdate < '1994-04-01'::date + interval '3' month group by l_suppkey","0","0","0","0","0","0","1","0.509456","0.509456","0.509456","0.509456","0","0","75","29","20","0","0","0","0","0","0","0","0.078641","0","0","0","43","0","5714","0","0","0","0","0","0","0","0"
10,16419,True,"5587586507499561931","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","2265.564022","2265.564022","2265.564022","2265.564022","0","1","1","270076","0","15","0","0","0","0","106","242","363.7712","0.098001","0.145311","1.765713","0","0","0","40","1.926386","1","58.766437","1","171.347177","1","120.650647"
10,16419,True,"6115020604712096533","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","2193.304469","2193.304469","2193.304469","2193.304469","0","1","1","269862","0","17","0","0","0","0","108","240","360.19584","0.102102","0.13988","1.757768","0","0","0","40","2.091712","1","35.99899","1","169.370652","1","115.950148"
10,5,True,"931303454371000975","SELECT
            roles.oid as id, roles.rolname as name,
            roles.rolsuper as is_superuser,
            CASE WHEN roles.rolsuper THEN $1 ELSE roles.rolcreaterole END as
            can_create_role,
            CASE WHEN roles.rolsuper THEN $2
            ELSE roles.rolcreatedb END as can_create_db,
            CASE WHEN $3=ANY(ARRAY(WITH RECURSIVE cte AS (
            SELECT pg_roles.oid,pg_roles.rolname FROM pg_roles
                WHERE pg_roles.oid = roles.oid
            UNION ALL
            SELECT m.roleid,pgr.rolname FROM cte cte_1
                JOIN pg_auth_members m ON m.member = cte_1.oid
                JOIN pg_roles pgr ON pgr.oid = m.roleid)
            SELECT rolname  FROM cte)) THEN $4
            ELSE $5 END as can_signal_backend
        FROM
            pg_catalog.pg_roles as roles
        WHERE
            rolname = current_user","0","0","0","0","0","0","1","0.07862000000000001","0.07862000000000001","0.07862000000000001","0.07862000000000001","0","1","3","1","0","0","0","0","0","0","0","0","0.02018","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"-1663381721478587022","create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1997-05-01'::date and l_shipdate < '1997-05-01'::date + interval '3' month group by l_suppkey","0","0","0","0","0","0","2","1.299238","0.449179","0.850059","0.649619","0.20043999999999998","0","149","64","41","0","0","0","0","0","0","0","0.17932399999999998","0","0","0","83","20","114611","0","0","0","0","0","0","0","0"
10,16419,True,"-5297255363152740514","SELECT
    s_acctbal,
    s_name,
    n_name,
    p_partkey,
    p_mfgr,
    s_address,
    s_phone,
    s_comment
 FROM
    part,
    supplier,
    partsupp,
    nation,
    region
 WHERE
    p_partkey = ps_partkey
    AND s_suppkey = ps_suppkey
    AND p_size = $1
    AND p_type LIKE $2
    AND s_nationkey = n_nationkey
    AND n_regionkey = r_regionkey
    AND r_name = $3
    AND ps_supplycost =
    (
       SELECT
          MIN(ps_supplycost)
       FROM
          partsupp,
          supplier,
          nation,
          region
       WHERE
          p_partkey = ps_partkey
          AND s_suppkey = ps_suppkey
          AND s_nationkey = n_nationkey
          AND n_regionkey = r_regionkey
          AND r_name = $4
    )
 ORDER BY
    s_acctbal DESC,
    n_name,
    s_name,
    p_partkey LIMIT $5","0","0","0","0","0","0","43","31451.323001000008","680.001981","889.351074","731.4261163023256","47.10567602866334","4300","8603113","8461268","0","32","0","0","0","0","582926","583123","11576.447927999998","0.42705799999999994","589.8748910000002","3208.3090979999997","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"1922830786101812613","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","2228.1843440000002","2228.1843440000002","2228.1843440000002","2228.1843440000002","0","1","1","267872","0","16","0","0","0","0","108","244","364.593246","0.109643","0.133901","1.688112","0","0","0","40","2.399813","1","40.381097","1","178.7312","1","118.401212"
10,16419,True,"-5814953751801003654","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","2232.526622","2232.526622","2232.526622","2232.526622","0","1","1","267978","0","10","0","0","0","0","106","244","364.932753","0.333679","0.130252","1.830527","0","0","0","40","1.984186","1","34.92268","1","166.901258","1","118.534789"
10,16419,True,"-6734339306640854527","SELECT
    nsp.oid,
    nsp.nspname as name,
    pg_catalog.has_schema_privilege(nsp.oid, $1) as can_create,
    pg_catalog.has_schema_privilege(nsp.oid, $2) as has_usage,
    des.description
FROM
    pg_catalog.pg_namespace nsp
    LEFT OUTER JOIN pg_catalog.pg_description des ON
        (des.objoid=nsp.oid AND des.classoid=$3::regclass)
WHERE
             nspname NOT LIKE $4 AND
            NOT (
(nsp.nspname = $5 AND EXISTS
        (SELECT $6 FROM pg_catalog.pg_class WHERE relname = $7 AND
            relnamespace = nsp.oid LIMIT $8)) OR
    (nsp.nspname = $9 AND EXISTS
        (SELECT $10 FROM pg_catalog.pg_class WHERE relname = $11 AND
            relnamespace = nsp.oid LIMIT $12)) OR
    (nsp.nspname = $13 AND EXISTS
        (SELECT $14 FROM pg_catalog.pg_class WHERE relname = $15 AND
            relnamespace = nsp.oid LIMIT $16))
    )

    
ORDER BY nspname","0","0","0","0","0","0","1","0.186831","0.186831","0.186831","0.186831","0","1","9","3","0","0","0","0","0","0","0","0","0.104311","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"3781436902142609259","create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1997-08-01'::date and l_shipdate < '1997-08-01'::date + interval '3' month group by l_suppkey","0","0","0","0","0","0","2","1.3815520000000001","0.482082","0.89947","0.6907760000000001","0.20869400000000002","0","150","58","40","0","0","0","0","0","0","0","0.160963","0","0","0","83","20","124431","0","0","0","0","0","0","0","0"
10,16419,True,"-2673476126248047413","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","2202.6895130000003","2202.6895130000003","2202.6895130000003","2202.6895130000003","0","1","1","269746","0","16","0","0","0","0","108","242","361.70921","0.131254","0.18234","2.387677","0","0","0","40","1.956981","1","33.648185","1","168.044629","1","119.761187"
10,5,True,"-3088299803543020730","SELECT
    db.oid as did, db.datname, db.datallowconn,
    pg_encoding_to_char(db.encoding) AS serverencoding,
    has_database_privilege(db.oid, $1) as cancreate,
    datistemplate
FROM
    pg_catalog.pg_database db
WHERE db.datname = current_database()","0","0","0","0","0","0","1","0.02916","0.02916","0.02916","0.02916","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"-2322963460830589991","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","2168.221944","2168.221944","2168.221944","2168.221944","0","1","1","269572","0","16","0","0","0","0","108","244","357.958296","0.104962","0.144131","1.850432","0","0","0","40","1.96991","1","34.815806","1","166.19939","1","116.173109"
10,16419,True,"931303454371000975","SELECT
            roles.oid as id, roles.rolname as name,
            roles.rolsuper as is_superuser,
            CASE WHEN roles.rolsuper THEN $1 ELSE roles.rolcreaterole END as
            can_create_role,
            CASE WHEN roles.rolsuper THEN $2
            ELSE roles.rolcreatedb END as can_create_db,
            CASE WHEN $3=ANY(ARRAY(WITH RECURSIVE cte AS (
            SELECT pg_roles.oid,pg_roles.rolname FROM pg_roles
                WHERE pg_roles.oid = roles.oid
            UNION ALL
            SELECT m.roleid,pgr.rolname FROM cte cte_1
                JOIN pg_auth_members m ON m.member = cte_1.oid
                JOIN pg_roles pgr ON pgr.oid = m.roleid)
            SELECT rolname  FROM cte)) THEN $4
            ELSE $5 END as can_signal_backend
        FROM
            pg_catalog.pg_roles as roles
        WHERE
            rolname = current_user","0","0","0","0","0","0","2","0.11708099999999999","0.042540999999999995","0.07454","0.058540499999999995","0.0159995","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"5848681576227864375","SELECT n.nspname, r.relname
FROM pg_catalog.pg_class r
    LEFT JOIN pg_catalog.pg_namespace n ON (r.relnamespace = n.oid)
WHERE r.oid = $1","0","0","0","0","0","0","1","0.01046","0.01046","0.01046","0.01046","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"-3088299803543020730","SELECT
    db.oid as did, db.datname, db.datallowconn,
    pg_encoding_to_char(db.encoding) AS serverencoding,
    has_database_privilege(db.oid, $1) as cancreate,
    datistemplate
FROM
    pg_catalog.pg_database db
WHERE db.datname = current_database()","0","0","0","0","0","0","2","0.014949999999999998","0.00709","0.007859999999999999","0.007474999999999999","0.0003849999999999993","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"1549185845189586991","create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1993-11-01'::date and l_shipdate < '1993-11-01'::date + interval '3' month group by l_suppkey","0","0","0","0","0","0","1","0.843821","0.843821","0.843821","0.843821","0","0","75","29","20","0","0","0","0","0","0","0","0.0864","0","0","0","41","20","101167","0","0","0","0","0","0","0","0"
10,16419,True,"-1076756456863122580","select n_name, sum(l_extendedprice * ($4 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = $1 and o_orderdate >= $2::date and o_orderdate < $3::date + interval $5 year group by n_name order by revenue desc","0","0","0","0","0","0","43","88511.69760700001","1720.8877149999998","2704.525657","2058.4115722558136","179.52323133720998","215","57452891","30371356","0","11","0","0","0","0","0","0","44652.41798400001","0.072572","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"-5145196169189367384","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","2212.1085869999997","2212.1085869999997","2212.1085869999997","2212.1085869999997","0","1","1","269882","0","16","0","0","0","0","110","246","366.28126","0.430178","0.128844","1.744016","0","0","0","40","2.213561","1","38.335178","1","167.158662","1","117.364711"
10,16419,True,"-4554835823379561409","SELECT * FROM pg_stat_user_indexes","0","0","0","0","0","0","1","0.16714099999999998","0.16714099999999998","0.16714099999999998","0.16714099999999998","0","31","113","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16419,True,"3928562716391272690","SELECT
    c.oid,
    c.relname AS name,
    description AS comment
FROM pg_catalog.pg_class c
LEFT OUTER JOIN pg_catalog.pg_description des ON (des.objoid=c.oid and des.objsubid=$1 AND des.classoid=$2::regclass)
WHERE
  c.relkind = $3
    AND c.relnamespace = $4::oid
ORDER BY
    c.relname","0","0","0","0","0","0","1","0.06543","0.06543","0.06543","0.06543","0","2","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
